Entity,Code,Year,GDP (constant 2010 US$)
Burundi,BDI,1980,1152539828.31177
Burundi,BDI,1981,1292726423.68618
Burundi,BDI,1982,1279106260.4105
Burundi,BDI,1983,1326629240.55262
Burundi,BDI,1984,1328692732.80246
Burundi,BDI,1985,1485254991.58896
Burundi,BDI,1986,1533528459.0815
Burundi,BDI,1987,1617920004.19458
Burundi,BDI,1988,1699317953.86504
Burundi,BDI,1989,1722250287.54589
Burundi,BDI,1990,1782525984.41627
Burundi,BDI,1991,1871595892.56201
Burundi,BDI,1992,1890498980.492411
Burundi,BDI,1993,1772531844.1247602
Burundi,BDI,1994,1704643874.55341
Burundi,BDI,1995,1569636079.67758
Burundi,BDI,1996,1444065193.28183
Burundi,BDI,1997,1421104556.7490802
Burundi,BDI,1998,1488607023.0819
Burundi,BDI,1999,1473572092.20535
Burundi,BDI,2000,1460945582.5604901
Burundi,BDI,2001,1490979805.70997
Burundi,BDI,2002,1557276512.30296
Burundi,BDI,2003,1538219684.2192302
Burundi,BDI,2004,1612571959.3767
Burundi,BDI,2005,1627085107.0572698
Burundi,BDI,2006,1714698065.64965
Burundi,BDI,2007,1796760633.5367699
Burundi,BDI,2008,1887463244.56885
Burundi,BDI,2009,1952928499.631
Burundi,BDI,2010,2026864469.3638802
Burundi,BDI,2011,2111823040.9798696
Burundi,BDI,2012,2196704928.3332896
Burundi,BDI,2013,2297622743.75537
Burundi,BDI,2014,2404713060.02966
Burundi,BDI,2015,2310420828.20521
Burundi,BDI,2016,2297241391.8459396
Burundi,BDI,2017,2309167268.07383
Cambodia,KHM,1993,5084948751.55304
Cambodia,KHM,1994,3314947308.86254
Cambodia,KHM,1995,3643242084.6833897
Cambodia,KHM,1996,3858102491.00526
Cambodia,KHM,1997,4012682038.43226
Cambodia,KHM,1998,4200541049.1377897
Cambodia,KHM,1999,4734235799.13575
Cambodia,KHM,2000,5241366891.85216
Cambodia,KHM,2001,5631670884.44008
Cambodia,KHM,2002,6002175104.924021
Cambodia,KHM,2003,6512713850.50169
Cambodia,KHM,2004,7186162900.36652
Cambodia,KHM,2005,8138335730.421091
Cambodia,KHM,2006,9014922681.30467
Cambodia,KHM,2007,9935578323.299429
Cambodia,KHM,2008,10600425244.3636
Cambodia,KHM,2009,10609615490.7202
Cambodia,KHM,2010,11242275198.9783
Cambodia,KHM,2011,12037055707.6797
Cambodia,KHM,2012,12917367180.2477
Cambodia,KHM,2013,13867654629.7499
Cambodia,KHM,2014,14858161721.6852
Cambodia,KHM,2015,15903594933.6638
Cambodia,KHM,2016,17009386901.7797
Cambodia,KHM,2017,18168529608.2286
Cameroon,CMR,1960,4950872798.26151
Cameroon,CMR,1961,5009475329.58656
Cameroon,CMR,1962,5161841479.88163
Cameroon,CMR,1963,5355025994.71733
Cameroon,CMR,1964,5544977318.49971
Cameroon,CMR,1965,5657321537.44254
Cameroon,CMR,1966,5918404415.7153
Cameroon,CMR,1967,5272584243.96726
Cameroon,CMR,1968,5607199515.6448
Cameroon,CMR,1969,5882035251.69771
Cameroon,CMR,1970,6063911795.34387
Cameroon,CMR,1971,6274918208.08218
Cameroon,CMR,1972,6442699687.69336
Cameroon,CMR,1973,6787750116.44827
Cameroon,CMR,1974,7516365015.46137
Cameroon,CMR,1975,8361584679.171341
Cameroon,CMR,1976,7902104028.889359
Cameroon,CMR,1977,8987842970.07563
Cameroon,CMR,1978,10965438501.2527
Cameroon,CMR,1979,11627215738.8128
Cameroon,CMR,1980,11398707036.5802
Cameroon,CMR,1981,13345911940.1056
Cameroon,CMR,1982,14349017721.0806
Cameroon,CMR,1983,15334340455.8889
Cameroon,CMR,1984,16480516857.2576
Cameroon,CMR,1985,17809367575.8183
Cameroon,CMR,1986,19015357944.8201
Cameroon,CMR,1987,18607164723.2004
Cameroon,CMR,1988,17151408634.2632
Cameroon,CMR,1989,16839403841.6107
Cameroon,CMR,1990,15811240757.6391
Cameroon,CMR,1991,15209053941.3669
Cameroon,CMR,1992,14737572780.8536
Cameroon,CMR,1993,13568578696.4012
Cameroon,CMR,1994,13856766548.5278
Cameroon,CMR,1995,14337567546.2407
Cameroon,CMR,1996,14962841271.4924
Cameroon,CMR,1997,15745595485.5359
Cameroon,CMR,1998,16454508051.9274
Cameroon,CMR,1999,17160738325.7736
Cameroon,CMR,2000,17770523602.1425
Cameroon,CMR,2001,18546755043.3587
Cameroon,CMR,2002,19332618830.0545
Cameroon,CMR,2003,20215577280.1935
Cameroon,CMR,2004,21586386665.2998
Cameroon,CMR,2005,22022574644.1204
Cameroon,CMR,2006,22784042334.906
Cameroon,CMR,2007,23900962052.9678
Cameroon,CMR,2008,24734819036.7304
Cameroon,CMR,2009,25278654623.5694
Cameroon,CMR,2010,26143818509.6421
Cameroon,CMR,2011,27223369236.2615
Cameroon,CMR,2012,28460199046.8585
Cameroon,CMR,2013,29998263824.8652
Cameroon,CMR,2014,31763379465.2944
Cameroon,CMR,2015,33558475339.5266
Cameroon,CMR,2016,35051979601.3947
Cameroon,CMR,2017,36165610684.419
Canada,CAN,1960,316348402701.22
Canada,CAN,1961,326355425415.426
Canada,CAN,1962,349581420667.44
Canada,CAN,1963,367695947111.658
Canada,CAN,1964,392329577809.64
Canada,CAN,1965,418366707334.226
Canada,CAN,1966,445916010288.711
Canada,CAN,1967,458915845935.171
Canada,CAN,1968,483217008843.341
Canada,CAN,1969,508634227499.611
Canada,CAN,1970,525193392687.615
Canada,CAN,1971,546819058425.725
Canada,CAN,1972,576598034629.894
Canada,CAN,1973,616753491791.13
Canada,CAN,1974,639517786995.777
Canada,CAN,1975,651176024410.999
Canada,CAN,1976,685032635305.052
Canada,CAN,1977,708722643528.825
Canada,CAN,1978,736742640055.234
Canada,CAN,1979,764775129364.543
Canada,CAN,1980,781314285488.149
Canada,CAN,1981,808684658856.865
Canada,CAN,1982,782790375214.124
Canada,CAN,1983,803131752175.847
Canada,CAN,1984,850720122005.55
Canada,CAN,1985,890993917357.6221
Canada,CAN,1986,910255562437.738
Canada,CAN,1987,947543858555.23
Canada,CAN,1988,989514375463.276
Canada,CAN,1989,1012510431515.77
Canada,CAN,1990,1014073201232.01
Canada,CAN,1991,992517125952.02
Canada,CAN,1992,1001280814224.77
Canada,CAN,1993,1027867181693.29
Canada,CAN,1994,1074054132617.28
Canada,CAN,1995,1102814170729.94
Canada,CAN,1996,1120581036707.69
Canada,CAN,1997,1168539803241.98
Canada,CAN,1998,1213899703903.52
Canada,CAN,1999,1276575905731.42
Canada,CAN,2000,1342736881188.7
Canada,CAN,2001,1366514322196.39
Canada,CAN,2002,1407646626140.14
Canada,CAN,2003,1433016265611.16
Canada,CAN,2004,1477238591688.0
Canada,CAN,2005,1524530644076.37
Canada,CAN,2006,1564525373435.42
Canada,CAN,2007,1596797584439.46
Canada,CAN,2008,1612771324291.35
Canada,CAN,2009,1565201220603.96
Canada,CAN,2010,1613464422811.13
Canada,CAN,2011,1664146873841.15
Canada,CAN,2012,1693194096275.46
Canada,CAN,2013,1735100681636.87
Canada,CAN,2014,1784650632037.56
Canada,CAN,2015,1802512887794.11
Canada,CAN,2016,1828002272029.79
Canada,CAN,2017,1883707911710.79
Cape Verde,CPV,1980,193155976.555837
Cape Verde,CPV,1981,209480674.466622
Cape Verde,CPV,1982,215398566.537885
Cape Verde,CPV,1983,235906125.028589
Cape Verde,CPV,1984,244831092.29243
Cape Verde,CPV,1985,265989607.352977
Cape Verde,CPV,1986,273627380.361952
Cape Verde,CPV,1987,285418158.560789
Cape Verde,CPV,1988,302534271.432073
Cape Verde,CPV,1989,319772521.034873
Cape Verde,CPV,1990,321985896.487348
Cape Verde,CPV,1991,326507051.318276
Cape Verde,CPV,1992,362219240.814581
Cape Verde,CPV,1993,393762420.169653
Cape Verde,CPV,1994,469296454.841725
Cape Verde,CPV,1995,535991159.97850096
Cape Verde,CPV,1996,596807529.488222
Cape Verde,CPV,1997,663163133.229937
Cape Verde,CPV,1998,746173157.059268
Cape Verde,CPV,1999,829913547.9173678
Cape Verde,CPV,2000,948465609.657377
Cape Verde,CPV,2001,969632085.0484301
Cape Verde,CPV,2002,1020546411.32196
Cape Verde,CPV,2003,1063167075.7534901
Cape Verde,CPV,2004,1171578994.42458
Cape Verde,CPV,2005,1252563900.2118
Cape Verde,CPV,2006,1352565476.1944802
Cape Verde,CPV,2007,1557758964.15815
Cape Verde,CPV,2008,1661358043.7620802
Cape Verde,CPV,2009,1640251719.75984
Cape Verde,CPV,2010,1664310769.55229
Cape Verde,CPV,2011,1730365372.41875
Cape Verde,CPV,2012,1749086511.67248
Cape Verde,CPV,2013,1763128136.22015
Cape Verde,CPV,2014,1773904598.7102
Cape Verde,CPV,2015,1791765400.6768
Cape Verde,CPV,2016,1860165514.9836
Cape Verde,CPV,2017,1932550791.05262
Central African Republic,CAF,1960,904890522.004643
Central African Republic,CAF,1961,949714760.8248948
Central African Republic,CAF,1962,914444252.288985
Central African Republic,CAF,1963,907979033.1020948
Central African Republic,CAF,1964,926867944.28519
Central African Republic,CAF,1965,935650747.615969
Central African Republic,CAF,1966,941683671.3148801
Central African Republic,CAF,1967,985722573.33197
Central African Republic,CAF,1968,999563233.872107
Central African Republic,CAF,1969,1070447685.6927099
Central African Republic,CAF,1970,1095419955.04831
Central African Republic,CAF,1971,1107800417.49572
Central African Republic,CAF,1972,1107790810.9293199
Central African Republic,CAF,1973,1128716314.1891198
Central African Republic,CAF,1974,1200266020.7328901
Central African Republic,CAF,1975,1205126943.33106
Central African Republic,CAF,1976,1270595693.34392
Central African Republic,CAF,1977,1318957550.2408
Central African Republic,CAF,1978,1334906852.10564
Central African Republic,CAF,1979,1301999558.9040198
Central African Republic,CAF,1980,1243687700.85881
Central African Republic,CAF,1981,1224479371.34293
Central African Republic,CAF,1982,1318957550.2408
Central African Republic,CAF,1983,1211772285.63794
Central African Republic,CAF,1984,1326669221.41803
Central African Republic,CAF,1985,1378770434.28594
Central African Republic,CAF,1986,1428102554.38917
Central African Republic,CAF,1987,1357568742.24215
Central African Republic,CAF,1988,1380785411.5882401
Central African Republic,CAF,1989,1408087273.29573
Central African Republic,CAF,1990,1377848203.91158
Central African Republic,CAF,1991,1370235000.03995
Central African Republic,CAF,1992,1282210032.12096
Central African Republic,CAF,1993,1286508970.58476
Central African Republic,CAF,1994,1349547259.29854
Central African Republic,CAF,1995,1446715276.78828
Central African Republic,CAF,1996,1388845320.79745
Central African Republic,CAF,1997,1462453234.1923301
Central African Republic,CAF,1998,1531190618.42263
Central African Republic,CAF,1999,1586313096.42319
Central African Republic,CAF,2000,1546822903.59629
Central African Republic,CAF,2001,1615884509.44258
Central African Republic,CAF,2002,1674323654.4925802
Central African Republic,CAF,2003,1583952282.73051
Central African Republic,CAF,2004,1678908388.30676
Central African Republic,CAF,2005,1694156410.82443
Central African Republic,CAF,2006,1774986060.51015
Central African Republic,CAF,2007,1856769161.91103
Central African Republic,CAF,2008,1894909632.1588101
Central African Republic,CAF,2009,1927298170.7748601
Central African Republic,CAF,2010,1986015906.25044
Central African Republic,CAF,2011,2051568713.7193
Central African Republic,CAF,2012,2135945588.0480602
Central African Republic,CAF,2013,1352054573.12882
Central African Republic,CAF,2014,1366116184.69614
Central African Republic,CAF,2015,1431688205.2978
Central African Republic,CAF,2016,1496562091.9823
Central African Republic,CAF,2017,1560913334.86281
Chad,TCD,1960,2089939951.7020602
Chad,TCD,1961,2119151955.09999
Chad,TCD,1962,2232740960.41821
Chad,TCD,1963,2197029295.47761
Chad,TCD,1964,2141863216.79766
Chad,TCD,1965,2154847786.76298
Chad,TCD,1966,2115907696.3492398
Chad,TCD,1967,2132140969.44362
Chad,TCD,1968,2122392418.67013
Chad,TCD,1969,2268440825.16507
Chad,TCD,1970,2310626031.93245
Chad,TCD,1971,2258691791.87005
Chad,TCD,1972,2284658076.24205
Chad,TCD,1973,2093183555.7391887
Chad,TCD,1974,2197044238.05691
Chad,TCD,1975,2395003796.72602
Chad,TCD,1976,2466393238.10268
Chad,TCD,1977,2521507874.27877
Chad,TCD,1978,2509666011.24724
Chad,TCD,1979,1971566321.0769
Chad,TCD,1980,1852332481.41292
Chad,TCD,1981,1871650792.18187
Chad,TCD,1982,1971720641.87343
Chad,TCD,1983,2280861156.6978
Chad,TCD,1984,2327593696.0946198
Chad,TCD,1985,2834840918.9922
Chad,TCD,1986,2719132138.03532
Chad,TCD,1987,2654177278.46846
Chad,TCD,1988,3065106535.07565
Chad,TCD,1989,3214828869.92383
Chad,TCD,1990,3080498133.76201
Chad,TCD,1991,3343422874.8892
Chad,TCD,1992,3610944962.0513396
Chad,TCD,1993,3043671392.7209396
Chad,TCD,1994,3352204941.73449
Chad,TCD,1995,3393656609.04142
Chad,TCD,1996,3468808219.5380893
Chad,TCD,1997,3664913557.29045
Chad,TCD,1998,3919682951.98766
Chad,TCD,1999,3892917388.4326296
Chad,TCD,2000,3858672132.83035
Chad,TCD,2001,4308521325.94343
Chad,TCD,2002,4674366911.82481
Chad,TCD,2003,5362511643.5076
Chad,TCD,2004,7165890624.734541
Chad,TCD,2005,8407921034.68586
Chad,TCD,2006,8462426392.928791
Chad,TCD,2007,8739274636.73703
Chad,TCD,2008,9006057733.52815
Chad,TCD,2009,9385905829.956379
Chad,TCD,2010,10657705536.4978
Chad,TCD,2011,10666537555.594
Chad,TCD,2012,11614000868.1864
Chad,TCD,2013,12275999075.9554
Chad,TCD,2014,13123041176.3602
Chad,TCD,2015,13486244396.1105
Chad,TCD,2016,12642608725.1014
Chad,TCD,2017,12269174945.5376
Chile,CHL,1960,29375692257.1695
Chile,CHL,1961,30916527184.3872
Chile,CHL,1962,32161438540.171
Chile,CHL,1963,34039711620.9842
Chile,CHL,1964,34910182119.1023
Chile,CHL,1965,35241923981.3184
Chile,CHL,1966,39201792004.9645
Chile,CHL,1967,40619328747.0318
Chile,CHL,1968,42078380449.811005
Chile,CHL,1969,43735420036.097
Chile,CHL,1970,44535326423.2174
Chile,CHL,1971,48731750485.5682
Chile,CHL,1972,48234712071.0831
Chile,CHL,1973,45808868607.7393
Chile,CHL,1974,46900104265.4055
Chile,CHL,1975,40844315409.0887
Chile,CHL,1976,42409708109.933
Chile,CHL,1977,46839269114.6994
Chile,CHL,1978,50446409757.0584
Chile,CHL,1979,54693142233.5659
Chile,CHL,1980,59061276084.0798
Chile,CHL,1981,62915243091.1445
Chile,CHL,1982,55985566287.3175
Chile,CHL,1983,53176534993.465
Chile,CHL,1984,55358731548.5091
Chile,CHL,1985,57578570293.9906
Chile,CHL,1986,60674968647.9445
Chile,CHL,1987,64594855902.1142
Chile,CHL,1988,69339419416.1774
Chile,CHL,1989,76220235503.4875
Chile,CHL,1990,78761086957.4583
Chile,CHL,1991,84907911073.8978
Chile,CHL,1992,94389329346.47
Chile,CHL,1993,100608438212.434
Chile,CHL,1994,105669241836.513
Chile,CHL,1995,115108987852.776
Chile,CHL,1996,122939756290.644
Chile,CHL,1997,132071585918.002
Chile,CHL,1998,137783126643.784
Chile,CHL,1999,137215327660.067
Chile,CHL,2000,144524703666.117
Chile,CHL,2001,149298423006.472
Chile,CHL,2002,153937081014.428
Chile,CHL,2003,160234720403.17
Chile,CHL,2004,171786906198.963
Chile,CHL,2005,181652337025.042
Chile,CHL,2006,193127635486.362
Chile,CHL,2007,202601172713.024
Chile,CHL,2008,209752043005.204
Chile,CHL,2009,206471018816.037
Chile,CHL,2010,218537551220.071
Chile,CHL,2011,231892203586.311
Chile,CHL,2012,244225687257.03
Chile,CHL,2013,254104626803.632
Chile,CHL,2014,258593994337.7169
Chile,CHL,2015,264555250851.642
Chile,CHL,2016,267904170064.212
Chile,CHL,2017,271895690380.202
China,CHN,1960,127938142382.708
China,CHN,1961,93049410949.895
China,CHN,1962,87857253828.0692
China,CHN,1963,96906550968.2098
China,CHN,1964,114524161928.612
China,CHN,1965,133936007378.37
China,CHN,1966,148200192169.75598
China,CHN,1967,139649041075.3
China,CHN,1968,133923430402.187
China,CHN,1969,156610059507.107
China,CHN,1970,186835800986.115
China,CHN,1971,200026408541.9969
China,CHN,1972,207647414703.955
China,CHN,1973,223760854088.397
China,CHN,1974,228929729818.938
China,CHN,1975,248892402260.237
China,CHN,1976,244984791537.905
China,CHN,1977,263530140255.295
China,CHN,1978,294275263560.25
China,CHN,1979,316640183590.83
China,CHN,1980,341359305729.89
China,CHN,1981,359015821543.505
China,CHN,1982,391091825271.573
China,CHN,1983,433467463224.24896
China,CHN,1984,499090846998.185
China,CHN,1985,566185607089.922
China,CHN,1986,616800952422.2839
China,CHN,1987,688898391994.546
China,CHN,1988,766292786310.8921
China,CHN,1989,798368790038.9591
China,CHN,1990,829561967976.346
China,CHN,1991,906662087029.132
China,CHN,1992,1035554652468.52
China,CHN,1993,1179160981085.92
China,CHN,1994,1333066943927.94
China,CHN,1995,1479027474653.82
China,CHN,1996,1625870831170.38
China,CHN,1997,1775951215586.11
China,CHN,1998,1915143415250.11
China,CHN,1999,2061986771766.67
China,CHN,2000,2237080553585.02
China,CHN,2001,2423651070682.23
China,CHN,2002,2644946068879.54
China,CHN,2003,2910382356610.87
China,CHN,2004,3204657620171.13
China,CHN,2005,3569853222249.4
China,CHN,2006,4023919953922.87
China,CHN,2007,4596579616811.11
China,CHN,2008,5040346714259.97
China,CHN,2009,5514129888591.98
China,CHN,2010,6100620488867.55
China,CHN,2011,6682402684926.16
China,CHN,2012,7207389755117.65
China,CHN,2013,7766512755882.13
China,CHN,2014,8333286913499.17
China,CHN,2015,8908300778495.9
China,CHN,2016,9505156930655.12
China,CHN,2017,10161012758870.3
Colombia,COL,1960,36474760531.3476
Colombia,COL,1961,38395292498.5953
Colombia,COL,1962,40494171271.4383
Colombia,COL,1963,41670168443.0056
Colombia,COL,1964,44421375306.8539
Colombia,COL,1965,45759563550.8429
Colombia,COL,1966,48195055977.4305
Colombia,COL,1967,50214735076.8245
Colombia,COL,1968,53442259222.5672
Colombia,COL,1969,56927194244.7323
Colombia,COL,1970,60887343107.689
Colombia,COL,1971,64510884735.0781
Colombia,COL,1972,69461072435.8766
Colombia,COL,1973,74134053414.5703
Colombia,COL,1974,78391217821.8652
Colombia,COL,1975,80153489288.9745
Colombia,COL,1976,84014632970.4851
Colombia,COL,1977,87499571236.7881
Colombia,COL,1978,94905053698.1995
Colombia,COL,1979,100013653582.25
Colombia,COL,1980,104112412294.568
Colombia,COL,1981,106468701873.735
Colombia,COL,1982,107478536557.192
Colombia,COL,1983,109181401022.428
Colombia,COL,1984,112844547317.733
Colombia,COL,1985,116329485584.035
Colombia,COL,1986,123121141111.088
Colombia,COL,1987,129734601585.893
Colombia,COL,1988,135001594188.301
Colombia,COL,1989,139615174653.465
Colombia,COL,1990,148050777226.673
Colombia,COL,1991,151422236156.629
Colombia,COL,1992,159042828960.53
Colombia,COL,1993,162805226557.238
Colombia,COL,1994,172306232682.22302
Colombia,COL,1995,181270356905.601
Colombia,COL,1996,184997012079.76105
Colombia,COL,1997,191342952890.164
Colombia,COL,1998,192433194592.786
Colombia,COL,1999,184343273758.155
Colombia,COL,2000,192491233553.464
Colombia,COL,2001,195721040703.736
Colombia,COL,2002,200621857329.828
Colombia,COL,2003,208482767198.08
Colombia,COL,2004,219601199179.592
Colombia,COL,2005,229936852450.34305
Colombia,COL,2006,245336908226.293
Colombia,COL,2007,262266694764.2889
Colombia,COL,2008,271568782707.966
Colombia,COL,2009,276053874889.224
Colombia,COL,2010,287018184637.529
Colombia,COL,2011,305931280966.003
Colombia,COL,2012,318302970054.38
Colombia,COL,2013,333817265555.82
Colombia,COL,2014,348483888774.623
Colombia,COL,2015,359119674815.303
Colombia,COL,2016,366456704285.594
Colombia,COL,2017,372935921852.641
Comoros,COM,1980,268779448.85565096
Comoros,COM,1981,279167562.606025
Comoros,COM,1982,296988568.392914
Comoros,COM,1983,311306470.237481
Comoros,COM,1984,324101988.794086
Comoros,COM,1985,331492719.389414
Comoros,COM,1986,337682390.44172
Comoros,COM,1987,343213597.93250096
Comoros,COM,1988,352437527.86085296
Comoros,COM,1989,341227634.227211
Comoros,COM,1990,358600873.034513
Comoros,COM,1991,339252208.248313
Comoros,COM,1992,368193554.378283
Comoros,COM,1993,379261222.419614
Comoros,COM,1994,359248813.619512
Comoros,COM,1995,372218160.938767
Comoros,COM,1996,367410336.441879
Comoros,COM,1997,382218224.653127
Comoros,COM,1998,387120794.393752
Comoros,COM,1999,394569477.216427
Comoros,COM,2000,437372669.839698
Comoros,COM,2001,447576296.46818894
Comoros,COM,2002,457981457.37731904
Comoros,COM,2003,467617854.16612
Comoros,COM,2004,476594257.621478
Comoros,COM,2005,490117180.09107
Comoros,COM,2006,503090091.0835429
Comoros,COM,2007,507115580.528921
Comoros,COM,2008,509145396.1155111
Comoros,COM,2009,519073731.226769
Comoros,COM,2010,530493353.218937
Comoros,COM,2011,544286180.870411
Comoros,COM,2012,560614766.143757
Comoros,COM,2013,580236282.924548
Comoros,COM,2014,592198663.14675
Comoros,COM,2015,598210181.091478
Comoros,COM,2016,611370805.212453
Comoros,COM,2017,626655075.342764
Congo,COG,1960,1483222500.02235
Congo,COG,1961,1607082357.71301
Congo,COG,1962,1690687744.44949
Congo,COG,1963,1622564856.43391
Congo,COG,1964,1684494851.3175302
Congo,COG,1965,1746424761.04652
Congo,COG,1966,1770158367.26747
Congo,COG,1967,1807619734.1744301
Congo,COG,1968,1945565093.23842
Congo,COG,1969,2092426564.4662101
Congo,COG,1970,2225472883.76455
Congo,COG,1971,2398014594.34025
Congo,COG,1972,2604664721.26091
Congo,COG,1973,2819059595.8332896
Congo,COG,1974,3041357126.8935
Congo,COG,1975,3276502598.3853803
Congo,COG,1976,3306524757.6702104
Congo,COG,1977,3010477444.83379
Congo,COG,1978,3201936194.1249104
Congo,COG,1979,3516149388.85633
Congo,COG,1980,4136278784.63796
Congo,COG,1981,4865079626.99001
Congo,COG,1982,6013126520.1682
Congo,COG,1983,6365132712.17241
Congo,COG,1984,6809172712.07804
Congo,COG,1985,6728439016.6860895
Congo,COG,1986,6266765394.7755
Congo,COG,1987,6278633184.55009
Congo,COG,1988,6389530386.356171
Congo,COG,1989,6555650286.428639
Congo,COG,1990,6621207023.12928
Congo,COG,1991,6779809261.2278
Congo,COG,1992,6956894357.17029
Congo,COG,1993,6888738831.47006
Congo,COG,1994,6510335189.58292
Congo,COG,1995,6769793164.98691
Congo,COG,1996,7060249892.08572
Congo,COG,1997,7016136592.97449
Congo,COG,1998,7278368400.54242
Congo,COG,1999,7090426418.46915
Congo,COG,2000,7627595733.652679
Congo,COG,2001,7917642833.95722
Congo,COG,2002,8280418940.53943
Congo,COG,2003,8347760613.01877
Congo,COG,2004,8637981498.28454
Congo,COG,2005,9307922523.85313
Congo,COG,2006,9888364294.38467
Congo,COG,2007,9731908344.8726
Congo,COG,2008,10274192976.075
Congo,COG,2009,11041566540.1611
Congo,COG,2010,12007880438.6232
Congo,COG,2011,12418629883.7549
Congo,COG,2012,12890534256.7459
Congo,COG,2013,13334059545.5669
Congo,COG,2014,14238097603.1698
Congo,COG,2015,14614906845.3719
Congo,COG,2016,14205686707.8991
Congo,COG,2017,13553775872.0588
Costa Rica,CRI,1960,3807870321.26476
Costa Rica,CRI,1961,3771469348.8088
Costa Rica,CRI,1962,4078780740.3832397
Costa Rica,CRI,1963,4273938634.69123
Costa Rica,CRI,1964,4451266576.04089
Costa Rica,CRI,1965,4888809044.52522
Costa Rica,CRI,1966,5273592933.71863
Costa Rica,CRI,1967,5571557575.38891
Costa Rica,CRI,1968,6038733666.80149
Costa Rica,CRI,1969,6375557914.28155
Costa Rica,CRI,1970,6853924590.643121
Costa Rica,CRI,1971,7318518240.15286
Costa Rica,CRI,1972,7917029965.570591
Costa Rica,CRI,1973,8527347139.78665
Costa Rica,CRI,1974,9000180011.871479
Costa Rica,CRI,1975,9189190185.774107
Costa Rica,CRI,1976,9696209672.89476
Costa Rica,CRI,1977,10559606183.9198
Costa Rica,CRI,1978,11221449229.9072
Costa Rica,CRI,1979,11775690516.4046
Costa Rica,CRI,1980,11864231392.5021
Costa Rica,CRI,1981,11595903349.5718
Costa Rica,CRI,1982,10751075826.9902
Costa Rica,CRI,1983,11058878343.4145
Costa Rica,CRI,1984,11744717197.7513
Costa Rica,CRI,1985,11867028123.5274
Costa Rica,CRI,1986,12553529707.4498
Costa Rica,CRI,1987,13416640068.1709
Costa Rica,CRI,1988,13929074274.6323
Costa Rica,CRI,1989,14634675609.3045
Costa Rica,CRI,1990,15206147661.4354
Costa Rica,CRI,1991,15597237610.6431
Costa Rica,CRI,1992,17031647015.2191
Costa Rica,CRI,1993,18238767992.4086
Costa Rica,CRI,1994,19057190297.2429
Costa Rica,CRI,1995,19842631676.589
Costa Rica,CRI,1996,20088247004.4182
Costa Rica,CRI,1997,21206146968.6809
Costa Rica,CRI,1998,22682455321.1957
Costa Rica,CRI,1999,23576904804.5616
Costa Rica,CRI,2000,24457392097.2728
Costa Rica,CRI,2001,25311069892.2127
Costa Rica,CRI,2002,26144247844.5291
Costa Rica,CRI,2003,27256810103.3957
Costa Rica,CRI,2004,28438822146.2599
Costa Rica,CRI,2005,29539652853.0961
Costa Rica,CRI,2006,31677653998.3812
Costa Rica,CRI,2007,34265051943.7813
Costa Rica,CRI,2008,35858239193.4497
Costa Rica,CRI,2009,35510217657.949
Costa Rica,CRI,2010,37268635287.0856
Costa Rica,CRI,2011,38873833296.167
Costa Rica,CRI,2012,40738579948.667
Costa Rica,CRI,2013,41662949490.2612
Costa Rica,CRI,2014,43127543220.5553
Costa Rica,CRI,2015,44693802321.5472
Costa Rica,CRI,2016,46551438317.2602
Costa Rica,CRI,2017,48037268859.2239
Cote d'Ivoire,CIV,1960,4289508128.40817
Cote d'Ivoire,CIV,1961,4715565889.2015
Cote d'Ivoire,CIV,1962,4773425622.813661
Cote d'Ivoire,CIV,1963,5465111982.50678
Cote d'Ivoire,CIV,1964,6427686955.99594
Cote d'Ivoire,CIV,1965,6227808113.90386
Cote d'Ivoire,CIV,1966,6948823859.88542
Cote d'Ivoire,CIV,1967,7268341328.22222
Cote d'Ivoire,CIV,1968,8180390870.091998
Cote d'Ivoire,CIV,1969,8960736251.5164
Cote d'Ivoire,CIV,1970,9890415491.01544
Cote d'Ivoire,CIV,1971,10825716247.2043
Cote d'Ivoire,CIV,1972,11284361249.4947
Cote d'Ivoire,CIV,1973,11954561754.7569
Cote d'Ivoire,CIV,1974,12471881171.7129
Cote d'Ivoire,CIV,1975,13501171352.8644
Cote d'Ivoire,CIV,1976,15245036303.5783
Cote d'Ivoire,CIV,1977,16360128257.2038
Cote d'Ivoire,CIV,1978,18144928866.1124
Cote d'Ivoire,CIV,1979,18579392397.2903
Cote d'Ivoire,CIV,1980,16543518824.5293
Cote d'Ivoire,CIV,1981,17122624520.2341
Cote d'Ivoire,CIV,1982,17157010577.4578
Cote d'Ivoire,CIV,1983,16487845912.2365
Cote d'Ivoire,CIV,1984,16042466089.2755
Cote d'Ivoire,CIV,1985,16764573290.7621
Cote d'Ivoire,CIV,1986,17310989203.6653
Cote d'Ivoire,CIV,1987,17250578540.9893
Cote d'Ivoire,CIV,1988,17446628599.7222
Cote d'Ivoire,CIV,1989,17960956073.5723
Cote d'Ivoire,CIV,1990,17764120445.2383
Cote d'Ivoire,CIV,1991,17771390441.5049
Cote d'Ivoire,CIV,1992,17727928620.2484
Cote d'Ivoire,CIV,1993,17693804999.1077
Cote d'Ivoire,CIV,1994,17837338328.0312
Cote d'Ivoire,CIV,1995,19108381522.8738
Cote d'Ivoire,CIV,1996,20585330895.8407
Cote d'Ivoire,CIV,1997,21355953697.801003
Cote d'Ivoire,CIV,1998,22408947356.0759
Cote d'Ivoire,CIV,1999,22771418229.2731
