,destination,passenger,weather,temperature,time,coupon,HoursToCouponExpiration,gender,age,maritalStatus,has_children,education,occupation,AvgAnnualIncome,AvgMonthlyVisitsToBar,AvgMonthlyVisitsToCoffeeHouse,AvgMonthlyVisitsToCarryAway,AvgMonthlyVisitsToRestaurantLessThan20,AvgMonthlyVisitsToRestaurant20To50,AtLeast5MinutesDriveToRedeem,AtLeast15MinutesDriveToRedeem,AtLeast25MinutesDriveToRedeem,CanRedeemOnTheWay,Y
3257,Nowhere,Kid,Sunny,80,10AM,RestaurantLessThan20,2.0,Female,21.0,Married,1,Some College,Unemployed,31249.5,0.0,0.0,2.0,0.0,0.0,1,1,0,0,1
3258,Nowhere,Kid,Sunny,80,10AM,CarryAway,2.0,Female,21.0,Married,1,Some College,Unemployed,31249.5,0.0,0.0,2.0,0.0,0.0,1,1,0,0,1
3259,Nowhere,Kid,Sunny,80,10AM,Bar,24.0,Female,21.0,Married,1,Some College,Unemployed,31249.5,0.0,0.0,2.0,0.0,0.0,1,1,0,0,0
3260,Nowhere,Kid,Sunny,80,2PM,RestaurantLessThan20,24.0,Female,21.0,Married,1,Some College,Unemployed,31249.5,0.0,0.0,2.0,0.0,0.0,1,0,0,0,1
3261,Nowhere,Kid,Sunny,55,2PM,RestaurantLessThan20,24.0,Female,21.0,Married,1,Some College,Unemployed,31249.5,0.0,0.0,2.0,0.0,0.0,1,1,0,0,1
3262,Nowhere,Kid,Sunny,55,6PM,CoffeeHouse,2.0,Female,21.0,Married,1,Some College,Unemployed,31249.5,0.0,0.0,2.0,0.0,0.0,1,1,0,0,1
3263,Home,None,Sunny,55,6PM,Bar,24.0,Female,21.0,Married,1,Some College,Unemployed,31249.5,0.0,0.0,2.0,0.0,0.0,1,0,0,1,0
3264,Home,None,Sunny,55,6PM,Restaurant20To50,24.0,Female,21.0,Married,1,Some College,Unemployed,31249.5,0.0,0.0,2.0,0.0,0.0,1,1,0,0,1
3265,Home,None,Sunny,80,6PM,CoffeeHouse,2.0,Female,21.0,Married,1,Some College,Unemployed,31249.5,0.0,0.0,2.0,0.0,0.0,1,0,0,0,0
3266,Work,None,Sunny,55,7AM,CoffeeHouse,2.0,Female,21.0,Married,1,Some College,Unemployed,31249.5,0.0,0.0,2.0,0.0,0.0,1,1,1,0,1
3267,Work,None,Sunny,55,7AM,Bar,24.0,Female,21.0,Married,1,Some College,Unemployed,31249.5,0.0,0.0,2.0,0.0,0.0,1,1,1,0,0
3268,Work,None,Sunny,80,7AM,Restaurant20To50,24.0,Female,21.0,Married,1,Some College,Unemployed,31249.5,0.0,0.0,2.0,0.0,0.0,1,1,0,0,0
3269,Work,None,Sunny,80,7AM,CarryAway,2.0,Female,21.0,Married,1,Some College,Unemployed,31249.5,0.0,0.0,2.0,0.0,0.0,1,0,0,1,0
3270,Work,None,Sunny,55,7AM,RestaurantLessThan20,24.0,Female,21.0,Married,1,Some College,Unemployed,31249.5,0.0,0.0,2.0,0.0,0.0,1,0,0,0,0
3271,Work,None,Sunny,55,7AM,CoffeeHouse,2.0,Female,21.0,Married,1,Some College,Unemployed,31249.5,0.0,0.0,2.0,0.0,0.0,1,1,0,0,1
3272,Nowhere,None,Sunny,55,2PM,RestaurantLessThan20,24.0,Female,31.0,Married,0,Some College,Computer & Mathematical,106250.0,0.0,0.0,2.0,8.0,0.0,1,0,0,0,1
3273,Nowhere,Friend,Sunny,80,10AM,CoffeeHouse,2.0,Female,31.0,Married,0,Some College,Computer & Mathematical,106250.0,0.0,0.0,2.0,8.0,0.0,1,0,0,0,0
3274,Nowhere,Friend,Sunny,80,10AM,CarryAway,2.0,Female,31.0,Married,0,Some College,Computer & Mathematical,106250.0,0.0,0.0,2.0,8.0,0.0,1,1,0,0,1
3275,Nowhere,Friend,Sunny,80,2PM,CoffeeHouse,2.0,Female,31.0,Married,0,Some College,Computer & Mathematical,106250.0,0.0,0.0,2.0,8.0,0.0,1,1,0,0,1
3276,Nowhere,Friend,Sunny,80,2PM,CoffeeHouse,24.0,Female,31.0,Married,0,Some College,Computer & Mathematical,106250.0,0.0,0.0,2.0,8.0,0.0,1,1,0,0,1
3277,Nowhere,Friend,Sunny,80,6PM,RestaurantLessThan20,2.0,Female,31.0,Married,0,Some College,Computer & Mathematical,106250.0,0.0,0.0,2.0,8.0,0.0,1,1,0,0,1
3278,Nowhere,Friend,Sunny,55,2PM,CarryAway,24.0,Female,31.0,Married,0,Some College,Computer & Mathematical,106250.0,0.0,0.0,2.0,8.0,0.0,1,1,0,0,1
3279,Nowhere,Partner,Sunny,80,10AM,CoffeeHouse,2.0,Female,31.0,Married,0,Some College,Computer & Mathematical,106250.0,0.0,0.0,2.0,8.0,0.0,1,0,0,0,1
3280,Nowhere,Partner,Sunny,80,10AM,Restaurant20To50,24.0,Female,31.0,Married,0,Some College,Computer & Mathematical,106250.0,0.0,0.0,2.0,8.0,0.0,1,0,0,0,1
3281,Nowhere,Partner,Sunny,80,10AM,Bar,2.0,Female,31.0,Married,0,Some College,Computer & Mathematical,106250.0,0.0,0.0,2.0,8.0,0.0,1,0,0,0,0
3282,Nowhere,Partner,Sunny,80,10AM,CoffeeHouse,2.0,Female,31.0,Married,0,Some College,Computer & Mathematical,106250.0,0.0,0.0,2.0,8.0,0.0,1,1,0,0,1
3283,Nowhere,Partner,Sunny,80,6PM,RestaurantLessThan20,2.0,Female,31.0,Married,0,Some College,Computer & Mathematical,106250.0,0.0,0.0,2.0,8.0,0.0,1,0,0,0,1
3284,Nowhere,Partner,Sunny,80,6PM,Bar,24.0,Female,31.0,Married,0,Some College,Computer & Mathematical,106250.0,0.0,0.0,2.0,8.0,0.0,1,1,0,0,1
3285,Home,None,Sunny,55,6PM,Bar,24.0,Female,31.0,Married,0,Some College,Computer & Mathematical,106250.0,0.0,0.0,2.0,8.0,0.0,1,0,0,1,1
3286,Home,None,Sunny,55,6PM,Restaurant20To50,24.0,Female,31.0,Married,0,Some College,Computer & Mathematical,106250.0,0.0,0.0,2.0,8.0,0.0,1,1,0,0,1
3287,Home,None,Sunny,80,6PM,CoffeeHouse,2.0,Female,31.0,Married,0,Some College,Computer & Mathematical,106250.0,0.0,0.0,2.0,8.0,0.0,1,0,0,0,0
3288,Work,None,Sunny,55,7AM,CoffeeHouse,2.0,Female,31.0,Married,0,Some College,Computer & Mathematical,106250.0,0.0,0.0,2.0,8.0,0.0,1,1,1,0,0
3289,Work,None,Sunny,55,7AM,Bar,24.0,Female,31.0,Married,0,Some College,Computer & Mathematical,106250.0,0.0,0.0,2.0,8.0,0.0,1,1,1,0,1
3290,Work,None,Sunny,80,7AM,Restaurant20To50,24.0,Female,31.0,Married,0,Some College,Computer & Mathematical,106250.0,0.0,0.0,2.0,8.0,0.0,1,1,0,0,1
3291,Work,None,Sunny,80,7AM,CarryAway,2.0,Female,31.0,Married,0,Some College,Computer & Mathematical,106250.0,0.0,0.0,2.0,8.0,0.0,1,0,0,1,1
3292,Work,None,Sunny,55,7AM,RestaurantLessThan20,24.0,Female,31.0,Married,0,Some College,Computer & Mathematical,106250.0,0.0,0.0,2.0,8.0,0.0,1,0,0,0,1
3293,Work,None,Sunny,55,7AM,CoffeeHouse,2.0,Female,31.0,Married,0,Some College,Computer & Mathematical,106250.0,0.0,0.0,2.0,8.0,0.0,1,1,0,0,0
3294,Nowhere,None,Sunny,55,2PM,RestaurantLessThan20,24.0,Male,21.0,Single,0,Some College,Student,56249.5,0.0,6.0,6.0,2.0,0.0,1,0,0,0,1
3295,Nowhere,Friend,Sunny,80,10AM,CoffeeHouse,2.0,Male,21.0,Single,0,Some College,Student,56249.5,0.0,6.0,6.0,2.0,0.0,1,0,0,0,1
3296,Nowhere,Friend,Sunny,80,10AM,Bar,24.0,Male,21.0,Single,0,Some College,Student,56249.5,0.0,6.0,6.0,2.0,0.0,1,0,0,0,0
3297,Nowhere,Friend,Sunny,80,10AM,CarryAway,2.0,Male,21.0,Single,0,Some College,Student,56249.5,0.0,6.0,6.0,2.0,0.0,1,1,0,0,1
3298,Nowhere,Friend,Sunny,80,2PM,CoffeeHouse,24.0,Male,21.0,Single,0,Some College,Student,56249.5,0.0,6.0,6.0,2.0,0.0,1,0,0,0,1
3299,Nowhere,Friend,Sunny,80,2PM,CoffeeHouse,2.0,Male,21.0,Single,0,Some College,Student,56249.5,0.0,6.0,6.0,2.0,0.0,1,1,0,0,0
3300,Nowhere,Friend,Sunny,80,2PM,CoffeeHouse,24.0,Male,21.0,Single,0,Some College,Student,56249.5,0.0,6.0,6.0,2.0,0.0,1,1,0,0,1
3301,Nowhere,Friend,Sunny,80,2PM,RestaurantLessThan20,24.0,Male,21.0,Single,0,Some College,Student,56249.5,0.0,6.0,6.0,2.0,0.0,1,1,0,0,1
3302,Nowhere,Friend,Sunny,80,6PM,CoffeeHouse,2.0,Male,21.0,Single,0,Some College,Student,56249.5,0.0,6.0,6.0,2.0,0.0,1,0,0,0,0
3303,Nowhere,Friend,Sunny,80,6PM,RestaurantLessThan20,2.0,Male,21.0,Single,0,Some College,Student,56249.5,0.0,6.0,6.0,2.0,0.0,1,1,0,0,1
3304,Nowhere,Friend,Sunny,55,2PM,CoffeeHouse,2.0,Male,21.0,Single,0,Some College,Student,56249.5,0.0,6.0,6.0,2.0,0.0,1,0,0,0,0
3305,Nowhere,Friend,Sunny,55,2PM,CarryAway,24.0,Male,21.0,Single,0,Some College,Student,56249.5,0.0,6.0,6.0,2.0,0.0,1,1,0,0,1
3306,Nowhere,None,Sunny,55,10AM,CoffeeHouse,2.0,Male,21.0,Single,0,Some College,Student,56249.5,0.0,6.0,6.0,2.0,0.0,1,0,0,0,1
3307,Home,None,Sunny,55,6PM,Bar,24.0,Male,21.0,Single,0,Some College,Student,56249.5,0.0,6.0,6.0,2.0,0.0,1,0,0,1,0
3308,Home,None,Sunny,55,6PM,Restaurant20To50,24.0,Male,21.0,Single,0,Some College,Student,56249.5,0.0,6.0,6.0,2.0,0.0,1,1,0,0,0
3309,Home,None,Sunny,80,6PM,CoffeeHouse,2.0,Male,21.0,Single,0,Some College,Student,56249.5,0.0,6.0,6.0,2.0,0.0,1,0,0,0,0
3310,Work,None,Sunny,55,7AM,CoffeeHouse,2.0,Male,21.0,Single,0,Some College,Student,56249.5,0.0,6.0,6.0,2.0,0.0,1,1,1,0,0
3311,Work,None,Sunny,55,7AM,Bar,24.0,Male,21.0,Single,0,Some College,Student,56249.5,0.0,6.0,6.0,2.0,0.0,1,1,1,0,0
3312,Work,None,Sunny,80,7AM,Restaurant20To50,24.0,Male,21.0,Single,0,Some College,Student,56249.5,0.0,6.0,6.0,2.0,0.0,1,1,0,0,1
3313,Work,None,Sunny,80,7AM,CarryAway,2.0,Male,21.0,Single,0,Some College,Student,56249.5,0.0,6.0,6.0,2.0,0.0,1,0,0,1,1
3314,Work,None,Sunny,55,7AM,RestaurantLessThan20,24.0,Male,21.0,Single,0,Some College,Student,56249.5,0.0,6.0,6.0,2.0,0.0,1,0,0,0,1
3315,Work,None,Sunny,55,7AM,CoffeeHouse,2.0,Male,21.0,Single,0,Some College,Student,56249.5,0.0,6.0,6.0,2.0,0.0,1,1,0,0,0
3316,Nowhere,None,Sunny,55,2PM,RestaurantLessThan20,24.0,Male,36.0,Married,1,Graduate,Life Physical Social Science,106250.0,0.0,6.0,2.0,2.0,0.0,1,0,0,0,1
3317,Nowhere,Friend,Sunny,80,10AM,CoffeeHouse,2.0,Male,36.0,Married,1,Graduate,Life Physical Social Science,106250.0,0.0,6.0,2.0,2.0,0.0,1,0,0,0,1
3318,Nowhere,Friend,Sunny,80,10AM,CarryAway,2.0,Male,36.0,Married,1,Graduate,Life Physical Social Science,106250.0,0.0,6.0,2.0,2.0,0.0,1,1,0,0,0
3319,Nowhere,Friend,Sunny,80,2PM,CoffeeHouse,2.0,Male,36.0,Married,1,Graduate,Life Physical Social Science,106250.0,0.0,6.0,2.0,2.0,0.0,1,1,0,0,0
3320,Nowhere,Friend,Sunny,80,2PM,CoffeeHouse,24.0,Male,36.0,Married,1,Graduate,Life Physical Social Science,106250.0,0.0,6.0,2.0,2.0,0.0,1,1,0,0,0
3321,Nowhere,Friend,Sunny,80,6PM,RestaurantLessThan20,2.0,Male,36.0,Married,1,Graduate,Life Physical Social Science,106250.0,0.0,6.0,2.0,2.0,0.0,1,1,0,0,0
3322,Nowhere,Friend,Sunny,55,2PM,CarryAway,24.0,Male,36.0,Married,1,Graduate,Life Physical Social Science,106250.0,0.0,6.0,2.0,2.0,0.0,1,1,0,0,0
3323,Home,None,Sunny,55,6PM,Bar,24.0,Male,36.0,Married,1,Graduate,Life Physical Social Science,106250.0,0.0,6.0,2.0,2.0,0.0,1,0,0,1,1
3324,Home,None,Sunny,55,6PM,Restaurant20To50,24.0,Male,36.0,Married,1,Graduate,Life Physical Social Science,106250.0,0.0,6.0,2.0,2.0,0.0,1,1,0,0,0
3325,Home,None,Sunny,80,6PM,CoffeeHouse,2.0,Male,36.0,Married,1,Graduate,Life Physical Social Science,106250.0,0.0,6.0,2.0,2.0,0.0,1,0,0,0,1
3326,Work,None,Sunny,55,7AM,CoffeeHouse,2.0,Male,36.0,Married,1,Graduate,Life Physical Social Science,106250.0,0.0,6.0,2.0,2.0,0.0,1,1,1,0,0
3327,Work,None,Sunny,55,7AM,Bar,24.0,Male,36.0,Married,1,Graduate,Life Physical Social Science,106250.0,0.0,6.0,2.0,2.0,0.0,1,1,1,0,0
3328,Work,None,Sunny,80,7AM,Restaurant20To50,24.0,Male,36.0,Married,1,Graduate,Life Physical Social Science,106250.0,0.0,6.0,2.0,2.0,0.0,1,1,0,0,0
3329,Work,None,Sunny,80,7AM,CarryAway,2.0,Male,36.0,Married,1,Graduate,Life Physical Social Science,106250.0,0.0,6.0,2.0,2.0,0.0,1,0,0,1,1
3330,Work,None,Sunny,55,7AM,RestaurantLessThan20,24.0,Male,36.0,Married,1,Graduate,Life Physical Social Science,106250.0,0.0,6.0,2.0,2.0,0.0,1,0,0,0,1
3331,Work,None,Sunny,55,7AM,CoffeeHouse,2.0,Male,36.0,Married,1,Graduate,Life Physical Social Science,106250.0,0.0,6.0,2.0,2.0,0.0,1,1,0,0,0
3332,Nowhere,None,Sunny,55,2PM,RestaurantLessThan20,24.0,Male,46.0,Together,1,Bachelors,Business & Financial,68749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,0,1
3333,Nowhere,Friend,Sunny,80,10AM,CoffeeHouse,2.0,Male,46.0,Together,1,Bachelors,Business & Financial,68749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,0,1
3334,Nowhere,Friend,Sunny,80,10AM,CarryAway,2.0,Male,46.0,Together,1,Bachelors,Business & Financial,68749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,1
3335,Nowhere,Friend,Sunny,80,2PM,CoffeeHouse,2.0,Male,46.0,Together,1,Bachelors,Business & Financial,68749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,0
3336,Nowhere,Friend,Sunny,80,2PM,CoffeeHouse,24.0,Male,46.0,Together,1,Bachelors,Business & Financial,68749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,0
3337,Nowhere,Friend,Sunny,80,6PM,RestaurantLessThan20,2.0,Male,46.0,Together,1,Bachelors,Business & Financial,68749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,0
3338,Nowhere,Friend,Sunny,55,2PM,CarryAway,24.0,Male,46.0,Together,1,Bachelors,Business & Financial,68749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,1
3339,Nowhere,Kid,Sunny,80,10AM,RestaurantLessThan20,2.0,Male,46.0,Together,1,Bachelors,Business & Financial,68749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,0
3340,Nowhere,Kid,Sunny,80,10AM,CarryAway,2.0,Male,46.0,Together,1,Bachelors,Business & Financial,68749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,0
3341,Nowhere,Kid,Sunny,80,10AM,Bar,24.0,Male,46.0,Together,1,Bachelors,Business & Financial,68749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,0
3342,Nowhere,Kid,Sunny,80,2PM,RestaurantLessThan20,24.0,Male,46.0,Together,1,Bachelors,Business & Financial,68749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,0,1
3343,Nowhere,Kid,Sunny,55,2PM,RestaurantLessThan20,24.0,Male,46.0,Together,1,Bachelors,Business & Financial,68749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,1
3344,Nowhere,Kid,Sunny,55,6PM,CoffeeHouse,2.0,Male,46.0,Together,1,Bachelors,Business & Financial,68749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,0
3345,Home,None,Sunny,55,6PM,Bar,24.0,Male,46.0,Together,1,Bachelors,Business & Financial,68749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,1,0
3346,Home,None,Sunny,55,6PM,Restaurant20To50,24.0,Male,46.0,Together,1,Bachelors,Business & Financial,68749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,1
3347,Home,None,Sunny,80,6PM,CoffeeHouse,2.0,Male,46.0,Together,1,Bachelors,Business & Financial,68749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,0,0
3348,Work,None,Sunny,55,7AM,CoffeeHouse,2.0,Male,46.0,Together,1,Bachelors,Business & Financial,68749.5,0.0,0.0,6.0,2.0,0.0,1,1,1,0,0
3349,Work,None,Sunny,55,7AM,Bar,24.0,Male,46.0,Together,1,Bachelors,Business & Financial,68749.5,0.0,0.0,6.0,2.0,0.0,1,1,1,0,0
3350,Work,None,Sunny,80,7AM,Restaurant20To50,24.0,Male,46.0,Together,1,Bachelors,Business & Financial,68749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,0
3351,Work,None,Sunny,80,7AM,CarryAway,2.0,Male,46.0,Together,1,Bachelors,Business & Financial,68749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,1,0
3352,Work,None,Sunny,55,7AM,RestaurantLessThan20,24.0,Male,46.0,Together,1,Bachelors,Business & Financial,68749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,0,1
3353,Work,None,Sunny,55,7AM,CoffeeHouse,2.0,Male,46.0,Together,1,Bachelors,Business & Financial,68749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,0
3360,Nowhere,None,Sunny,55,2PM,RestaurantLessThan20,24.0,Male,26.0,Single,0,High School,Sales & Related,18749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,0,1
3361,Nowhere,Friend,Sunny,80,10AM,CoffeeHouse,2.0,Male,26.0,Single,0,High School,Sales & Related,18749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,0,1
3362,Nowhere,Friend,Sunny,80,10AM,Bar,24.0,Male,26.0,Single,0,High School,Sales & Related,18749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,0,1
3363,Nowhere,Friend,Sunny,80,10AM,CarryAway,2.0,Male,26.0,Single,0,High School,Sales & Related,18749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,0
3364,Nowhere,Friend,Sunny,80,2PM,CoffeeHouse,24.0,Male,26.0,Single,0,High School,Sales & Related,18749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,0,1
3365,Nowhere,Friend,Sunny,80,2PM,CoffeeHouse,2.0,Male,26.0,Single,0,High School,Sales & Related,18749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,1
3366,Nowhere,Friend,Sunny,80,2PM,CoffeeHouse,24.0,Male,26.0,Single,0,High School,Sales & Related,18749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,1
3367,Nowhere,Friend,Sunny,80,2PM,RestaurantLessThan20,24.0,Male,26.0,Single,0,High School,Sales & Related,18749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,1
3368,Nowhere,Friend,Sunny,80,6PM,CoffeeHouse,2.0,Male,26.0,Single,0,High School,Sales & Related,18749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,0,1
3369,Nowhere,Friend,Sunny,80,6PM,RestaurantLessThan20,2.0,Male,26.0,Single,0,High School,Sales & Related,18749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,1
3370,Nowhere,Friend,Sunny,55,2PM,CoffeeHouse,2.0,Male,26.0,Single,0,High School,Sales & Related,18749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,0,1
3371,Nowhere,Friend,Sunny,55,2PM,CarryAway,24.0,Male,26.0,Single,0,High School,Sales & Related,18749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,1
3372,Nowhere,None,Sunny,55,10AM,CoffeeHouse,2.0,Male,26.0,Single,0,High School,Sales & Related,18749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,0,1
3373,Home,None,Sunny,55,6PM,Bar,24.0,Male,26.0,Single,0,High School,Sales & Related,18749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,1,1
3374,Home,None,Sunny,55,6PM,Restaurant20To50,24.0,Male,26.0,Single,0,High School,Sales & Related,18749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,1
3375,Home,None,Sunny,80,6PM,CoffeeHouse,2.0,Male,26.0,Single,0,High School,Sales & Related,18749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,0,0
3376,Work,None,Sunny,55,7AM,CoffeeHouse,2.0,Male,26.0,Single,0,High School,Sales & Related,18749.5,0.0,0.0,6.0,2.0,0.0,1,1,1,0,0
3377,Work,None,Sunny,55,7AM,Bar,24.0,Male,26.0,Single,0,High School,Sales & Related,18749.5,0.0,0.0,6.0,2.0,0.0,1,1,1,0,1
3378,Work,None,Sunny,80,7AM,Restaurant20To50,24.0,Male,26.0,Single,0,High School,Sales & Related,18749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,1
3379,Work,None,Sunny,80,7AM,CarryAway,2.0,Male,26.0,Single,0,High School,Sales & Related,18749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,1,0
3380,Work,None,Sunny,55,7AM,RestaurantLessThan20,24.0,Male,26.0,Single,0,High School,Sales & Related,18749.5,0.0,0.0,6.0,2.0,0.0,1,0,0,0,1
3381,Work,None,Sunny,55,7AM,CoffeeHouse,2.0,Male,26.0,Single,0,High School,Sales & Related,18749.5,0.0,0.0,6.0,2.0,0.0,1,1,0,0,0
3382,Nowhere,None,Sunny,55,2PM,RestaurantLessThan20,24.0,Male,51.0,Married,0,Some College,Protective Service,43749.5,0.0,0.0,8.0,8.0,2.0,1,0,0,0,1
3383,Nowhere,Friend,Sunny,80,10AM,CoffeeHouse,2.0,Male,51.0,Married,0,Some College,Protective Service,43749.5,0.0,0.0,8.0,8.0,2.0,1,0,0,0,1
3384,Nowhere,Friend,Sunny,80,10AM,CarryAway,2.0,Male,51.0,Married,0,Some College,Protective Service,43749.5,0.0,0.0,8.0,8.0,2.0,1,1,0,0,1
3385,Nowhere,Friend,Sunny,80,2PM,CoffeeHouse,2.0,Male,51.0,Married,0,Some College,Protective Service,43749.5,0.0,0.0,8.0,8.0,2.0,1,1,0,0,0
3386,Nowhere,Friend,Sunny,80,2PM,CoffeeHouse,24.0,Male,51.0,Married,0,Some College,Protective Service,43749.5,0.0,0.0,8.0,8.0,2.0,1,1,0,0,0
3387,Nowhere,Friend,Sunny,80,6PM,RestaurantLessThan20,2.0,Male,51.0,Married,0,Some College,Protective Service,43749.5,0.0,0.0,8.0,8.0,2.0,1,1,0,0,1
3388,Nowhere,Friend,Sunny,55,2PM,CarryAway,24.0,Male,51.0,Married,0,Some College,Protective Service,43749.5,0.0,0.0,8.0,8.0,2.0,1,1,0,0,1
3389,Nowhere,Partner,Sunny,80,10AM,CoffeeHouse,2.0,Male,51.0,Married,0,Some College,Protective Service,43749.5,0.0,0.0,8.0,8.0,2.0,1,0,0,0,0
3390,Nowhere,Partner,Sunny,80,10AM,Restaurant20To50,24.0,Male,51.0,Married,0,Some College,Protective Service,43749.5,0.0,0.0,8.0,8.0,2.0,1,0,0,0,1
3391,Nowhere,Partner,Sunny,80,10AM,Bar,2.0,Male,51.0,Married,0,Some College,Protective Service,43749.5,0.0,0.0,8.0,8.0,2.0,1,0,0,0,0
3392,Nowhere,Partner,Sunny,80,10AM,CoffeeHouse,2.0,Male,51.0,Married,0,Some College,Protective Service,43749.5,0.0,0.0,8.0,8.0,2.0,1,1,0,0,0
3393,Nowhere,Partner,Sunny,80,6PM,RestaurantLessThan20,2.0,Male,51.0,Married,0,Some College,Protective Service,43749.5,0.0,0.0,8.0,8.0,2.0,1,0,0,0,1
3394,Nowhere,Partner,Sunny,80,6PM,Bar,24.0,Male,51.0,Married,0,Some College,Protective Service,43749.5,0.0,0.0,8.0,8.0,2.0,1,1,0,0,0
3395,Home,None,Sunny,55,6PM,Bar,24.0,Male,51.0,Married,0,Some College,Protective Service,43749.5,0.0,0.0,8.0,8.0,2.0,1,0,0,1,0
3396,Home,None,Sunny,55,6PM,Restaurant20To50,24.0,Male,51.0,Married,0,Some College,Protective Service,43749.5,0.0,0.0,8.0,8.0,2.0,1,1,0,0,1
3397,Home,None,Sunny,80,6PM,CoffeeHouse,2.0,Male,51.0,Married,0,Some College,Protective Service,43749.5,0.0,0.0,8.0,8.0,2.0,1,0,0,0,1
3398,Work,None,Sunny,55,7AM,CoffeeHouse,2.0,Male,51.0,Married,0,Some College,Protective Service,43749.5,0.0,0.0,8.0,8.0,2.0,1,1,1,0,1
3399,Work,None,Sunny,55,7AM,Bar,24.0,Male,51.0,Married,0,Some College,Protective Service,43749.5,0.0,0.0,8.0,8.0,2.0,1,1,1,0,0
3400,Work,None,Sunny,80,7AM,Restaurant20To50,24.0,Male,51.0,Married,0,Some College,Protective Service,43749.5,0.0,0.0,8.0,8.0,2.0,1,1,0,0,1
3401,Work,None,Sunny,80,7AM,CarryAway,2.0,Male,51.0,Married,0,Some College,Protective Service,43749.5,0.0,0.0,8.0,8.0,2.0,1,0,0,1,1
3402,Work,None,Sunny,55,7AM,RestaurantLessThan20,24.0,Male,51.0,Married,0,Some College,Protective Service,43749.5,0.0,0.0,8.0,8.0,2.0,1,0,0,0,1
3403,Work,None,Sunny,55,7AM,CoffeeHouse,2.0,Male,51.0,Married,0,Some College,Protective Service,43749.5,0.0,0.0,8.0,8.0,2.0,1,1,0,0,0
3404,Nowhere,None,Sunny,55,2PM,RestaurantLessThan20,24.0,Female,46.0,Married,0,Some College,Arts Design Entertainment Sports & Media,31249.5,0.0,6.0,2.0,2.0,0.0,1,0,0,0,1
3405,Nowhere,Friend,Sunny,80,10AM,CoffeeHouse,2.0,Female,46.0,Married,0,Some College,Arts Design Entertainment Sports & Media,31249.5,0.0,6.0,2.0,2.0,0.0,1,0,0,0,1
3406,Nowhere,Friend,Sunny,80,10AM,CarryAway,2.0,Female,46.0,Married,0,Some College,Arts Design Entertainment Sports & Media,31249.5,0.0,6.0,2.0,2.0,0.0,1,1,0,0,0
3407,Nowhere,Friend,Sunny,80,2PM,CoffeeHouse,2.0,Female,46.0,Married,0,Some College,Arts Design Entertainment Sports & Media,31249.5,0.0,6.0,2.0,2.0,0.0,1,1,0,0,1
3408,Nowhere,Friend,Sunny,80,2PM,CoffeeHouse,24.0,Female,46.0,Married,0,Some College,Arts Design Entertainment Sports & Media,31249.5,0.0,6.0,2.0,2.0,0.0,1,1,0,0,0
3409,Nowhere,Friend,Sunny,80,6PM,RestaurantLessThan20,2.0,Female,46.0,Married,0,Some College,Arts Design Entertainment Sports & Media,31249.5,0.0,6.0,2.0,2.0,0.0,1,1,0,0,0
3410,Nowhere,Friend,Sunny,55,2PM,CarryAway,24.0,Female,46.0,Married,0,Some College,Arts Design Entertainment Sports & Media,31249.5,0.0,6.0,2.0,2.0,0.0,1,1,0,0,0
